3.0	22500.0	-1.181526724999997E7	-525.1229888888876	
4.0	22500.0	-1.085085124999997E7	-482.26005555555423	
5.0	22500.0	-1.1752498E7	-522.3332444444444	
6.0	22500.0	-1.381822624999997E7	-614.1433888888876	
7.0	22500.0	-1.312770624999997E7	-583.4536111111098	
8.0	22500.0	-1.431060024999997E7	-636.0266777777764	
-1.0	0.0	0.0	NaN	
-1.0	0.0	0.0	NaN	
-1.0	0.0	0.0	NaN	
