8366.0	1.91743	
8352.0	2.00348	
8308.0	1.95472	
8229.0	1.84914	
8202.0	1.85562	
8071.0	1.98032	
8071.0	1.91967	
8028.0	1.78261	
8027.0	1.93272	
8023.0	1.79365	
8022.0	1.78386	
8001.0	1.88341	
7990.0	1.83316	
7971.0	1.78362	
7920.0	1.71961	
7855.0	1.79746	
7855.0	1.86623	
7816.0	1.7919	
7784.0	1.75361	
7781.0	1.80565	
7780.0	1.82363	
7778.0	1.84811	
7777.0	1.85763	
7774.0	1.73785	
7763.0	1.81279	
7753.0	1.8284	
7747.0	1.77223	
7742.0	1.78265	
7741.0	1.82809	
7740.0	1.75801	
7733.0	1.74234	
7724.0	1.76581	
7723.0	1.72694	
7723.0	1.72003	
7702.0	1.81529	
7699.0	1.85497	
7693.0	1.8439	
7691.0	1.77064	
7686.0	1.7647	
7682.0	1.79615	
7681.0	1.84351	
7676.0	1.73794	
7672.0	1.67912	
7668.0	1.75614	
7667.0	1.74683	
7666.0	1.72259	
7657.0	1.66306	
7653.0	1.84498	
7653.0	1.84498	
7645.0	1.81054	
7644.0	1.86785	
7638.0	1.69544	
7637.0	1.83273	
7634.0	1.76608	
7626.0	1.78586	
7621.0	1.66939	
7611.0	1.75875	
7611.0	1.78895	
7607.0	1.81185	
7601.0	1.76308	
7596.0	1.73349	
7595.0	1.72465	
7591.0	1.79537	
7588.0	1.83781	
7588.0	1.83781	
7578.0	1.74055	
7568.0	1.67662	
7566.0	1.82311	
7565.0	1.80599	
7565.0	1.68536	
7564.0	1.66526	
7557.0	1.85973	
7556.0	1.7989	
7554.0	1.69201	
7554.0	1.76157	
7553.0	1.83773	
7548.0	1.79469	
7547.0	1.82689	
7546.0	1.74669	
7542.0	1.78489	
7536.0	1.7828	
7532.0	1.88445	
7530.0	1.81795	
7530.0	1.79582	
7529.0	1.80352	
7527.0	1.75656	
7519.0	1.73192	
7518.0	1.72302	
7507.0	1.7513	
7504.0	1.78069	
7503.0	1.73465	
7499.0	1.79413	
7497.0	1.81304	
7494.0	1.76035	
7493.0	1.66652	
7491.0	1.81584	
7487.0	1.86615	
7486.0	1.76748	
7482.0	1.80773	
7479.0	1.6864	
7479.0	1.78314	
7478.0	1.79065	
7477.0	1.63092	
7476.0	1.81983	
7475.0	1.82908	
7471.0	1.81383	
7471.0	1.77005	
7470.0	1.80932	
7469.0	1.81834	
7467.0	1.78941	
7464.0	1.83192	
7464.0	1.83192	
7464.0	1.83192	
7464.0	1.83192	
7459.0	1.71018	
7455.0	1.81156	
7452.0	1.83683	
7451.0	1.95513	
7443.0	1.71719	
7443.0	1.99439	
7429.0	1.72337	
7422.0	1.7784	
7421.0	1.78587	
7419.0	1.78951	
7419.0	1.78491	
7417.0	1.75901	
7416.0	1.66392	
7415.0	1.70271	
7414.0	1.79849	
7413.0	1.80734	
7412.0	1.78784	
7411.0	1.75178	
7409.0	1.65174	
7405.0	1.79122	
7405.0	1.79122	
7404.0	1.71967	
7403.0	1.62531	
7401.0	1.74449	
7399.0	1.7096	
7397.0	1.64283	
7392.0	1.76696	
7386.0	1.7358	
7384.0	1.80113	
7383.0	1.62136	
7373.0	1.89915	
7368.0	1.77911	
7365.0	1.70763	
7362.0	1.68599	
7358.0	1.7841	
7357.0	1.73644	
7357.0	1.65314	
7354.0	1.77845	
7354.0	1.77845	
7354.0	1.74539	
7352.0	1.7743	
7351.0	1.81632	
7351.0	1.81632	
7351.0	1.79625	
7345.0	1.73627	
7345.0	1.80573	
7345.0	1.80573	
7342.0	1.7444	
7342.0	1.77374	
7341.0	1.78121	
7340.0	1.78427	
7340.0	1.78427	
7338.0	1.81434	
7337.0	1.74518	
7325.0	1.79698	
7321.0	1.70044	
7320.0	1.75675	
7318.0	1.82661	
7317.0	1.70668	
7317.0	1.73991	
7314.0	1.76917	
7314.0	1.69857	
7313.0	1.64642	
7313.0	1.69023	
7309.0	1.79472	
7309.0	1.76582	
7307.0	1.78494	
7306.0	1.79267	
7306.0	1.80667	
7306.0	1.80667	
7306.0	1.80667	
7306.0	1.80667	
7305.0	1.75193	
7303.0	1.72573	
7302.0	1.66022	
7297.0	1.64043	
7297.0	1.77364	
7297.0	1.77364	
7297.0	1.65532	
7296.0	1.76262	
7293.0	1.69338	
7293.0	1.84911	
7290.0	1.76883	
7290.0	1.72871	
7289.0	1.77157	
7289.0	1.77157	
7289.0	1.79479	
7289.0	1.79479	
7287.0	1.74563	
7286.0	1.80911	
7286.0	1.80911	
7283.0	1.76663	
7282.0	1.98114	
7280.0	1.7986	
7280.0	1.7986	
7277.0	1.70018	
7274.0	1.77922	
7273.0	1.77167	
7273.0	1.7878	
7273.0	1.86852	
7272.0	1.72481	
7270.0	1.70796	
7269.0	1.70587	
7266.0	1.61891	
7266.0	1.77142	
7261.0	1.73418	
7260.0	1.69301	
7256.0	1.69138	
7255.0	1.62168	
7249.0	1.72367	
7248.0	1.77986	
7247.0	1.78849	
7246.0	1.76897	
7242.0	1.76814	
7242.0	1.72784	
7241.0	1.65328	
7240.0	1.7838	
7239.0	2.04565	
7239.0	1.77847	
7235.0	1.7267	
7235.0	1.98035	
7234.0	1.77793	
7232.0	1.77856	
7232.0	1.76675	
7232.0	1.76675	
7231.0	1.78624	
7228.0	1.76812	
7228.0	1.79107	
7228.0	1.74832	
7228.0	1.73515	
7227.0	1.74829	
7224.0	1.7877	
7224.0	1.7877	
7223.0	1.68206	
7223.0	2.02862	
7222.0	1.76278	
7221.0	1.76844	
7220.0	1.62679	
7218.0	1.84441	
7217.0	1.76891	
7217.0	1.76891	
7216.0	1.77809	
7216.0	1.77809	
7216.0	1.77809	
7216.0	1.77809	
7213.0	1.73896	
7213.0	1.71437	
7211.0	1.635	
7211.0	1.62309	
7209.0	1.73969	
7202.0	1.75532	
7201.0	1.75097	
7199.0	1.73813	
7196.0	2.00855	
7193.0	1.73368	
7193.0	1.98467	
7192.0	1.79716	
7192.0	1.8357	
7191.0	1.63756	
7190.0	1.76295	
7189.0	1.75586	
7188.0	1.68451	
7188.0	1.76314	
7187.0	1.67636	
7186.0	1.80129	
7185.0	1.61061	
7183.0	1.72739	
7183.0	1.60494	
7182.0	1.78014	
7182.0	1.78014	
7182.0	1.7172	
7181.0	1.75044	
7181.0	1.71162	
7181.0	1.61879	
7179.0	1.72662	
7175.0	1.681	
7174.0	1.74628	
7174.0	1.64014	
7168.0	1.89949	
7165.0	1.76533	
7165.0	1.76533	
7165.0	1.76533	
7165.0	1.76533	
7165.0	1.88511	
7162.0	1.80292	
7162.0	1.80292	
7162.0	1.80292	
7162.0	1.80292	
7161.0	1.69898	
7157.0	1.75092	
7156.0	1.79238	
7156.0	1.79238	
7156.0	1.79238	
7156.0	1.79238	
7156.0	1.86697	
7155.0	1.71729	
7155.0	1.7247	
7152.0	1.73279	
7152.0	1.76199	
7152.0	1.76199	
7149.0	1.77462	
7149.0	1.7753	
7149.0	1.7753	
7148.0	1.90048	
7146.0	1.71006	
7145.0	1.74739	
7144.0	1.75454	
7144.0	1.75256	
7141.0	1.70017	
7139.0	1.71648	
7137.0	1.75039	
7130.0	1.74589	
7129.0	1.72317	
7129.0	1.60415	
7127.0	1.7553	
7123.0	1.77593	
7123.0	1.77593	
7122.0	1.71889	
7122.0	1.92362	
7121.0	1.62735	
7118.0	1.77035	
7117.0	1.77308	
7117.0	1.77308	
7115.0	1.77973	
7115.0	1.74107	
7114.0	1.66629	
7114.0	1.78852	
7114.0	1.962	
7111.0	1.74672	
7108.0	1.76046	
7108.0	1.76046	
7108.0	1.76046	
7108.0	1.76046	
7107.0	1.77368	
7107.0	1.77368	
7107.0	1.60475	
7103.0	1.74198	
7100.0	1.7526	
7100.0	1.78142	
7100.0	1.78142	
7100.0	1.78142	
7100.0	1.78142	
7099.0	1.73542	
7099.0	1.79881	
7097.0	1.68175	
7096.0	1.75178	
7093.0	1.77333	
7093.0	1.76187	
7091.0	1.82733	
7089.0	1.59617	
7085.0	1.6222	
7084.0	1.76825	
7084.0	1.76825	
7084.0	1.74451	
7083.0	2.00554	
7082.0	1.77416	
7081.0	1.68848	
7079.0	1.83439	
7078.0	1.749	
7078.0	1.87491	
7076.0	1.75405	
7073.0	1.6261	
7071.0	1.72249	
7070.0	1.7446	
7067.0	1.7373	
7066.0	1.74434	
7066.0	1.68516	
7065.0	1.67685	
7064.0	1.75085	
7064.0	1.75085	
7060.0	1.73519	
7059.0	1.74219	
7059.0	1.64074	
7058.0	1.75414	
7058.0	1.75414	
7058.0	1.75414	
7058.0	1.75414	
7058.0	1.76885	
7058.0	1.76885	
7055.0	1.71654	
7055.0	1.64547	
7055.0	1.89907	
7050.0	1.73992	
7050.0	1.75684	
7049.0	1.74703	
7049.0	1.70987	
7043.0	1.93211	
7042.0	1.7666	
7042.0	1.7666	
7039.0	1.71476	
7039.0	1.81057	
7035.0	1.7114	
7035.0	1.73434	
7035.0	1.75297	
7032.0	1.73951	
7031.0	1.71833	
7031.0	1.75741	
7029.0	1.68562	
7028.0	1.72641	
7028.0	1.75562	
7028.0	1.75562	
7028.0	1.75562	
7028.0	1.75562	
7027.0	1.91796	
7024.0	1.71122	
7023.0	1.73725	
7022.0	1.74433	
7022.0	1.69387	
